"Date","Dernier","Ouv.","Plus Haut","Plus Bas","Vol.","Variation %"
"02/12/2019","1.698,51","1.718,47","1.727,68","1.698,27","-","-1,14%"
"29/11/2019","1.718,10","1.719,09","1.723,48","1.715,21","-","-0,29%"
"28/11/2019","1.723,10","1.724,18","1.724,72","1.720,19","-","-0,08%"
"27/11/2019","1.724,42","1.724,39","1.727,99","1.721,20","-","0,18%"
"26/11/2019","1.721,39","1.719,78","1.723,95","1.716,25","-","0,07%"
"25/11/2019","1.720,21","1.714,41","1.720,84","1.714,30","-","0,82%"
"22/11/2019","1.706,21","1.704,36","1.718,23","1.704,25","-","0,07%"
"21/11/2019","1.704,98","1.709,16","1.709,16","1.696,41","-","-0,28%"
"20/11/2019","1.709,72","1.713,93","1.713,93","1.701,07","-","-0,54%"
"19/11/2019","1.719,08","1.720,39","1.733,79","1.716,09","-","-0,15%"
"18/11/2019","1.721,63","1.719,95","1.723,60","1.714,54","-","0,22%"
"15/11/2019","1.717,83","1.708,26","1.718,43","1.704,00","-","0,86%"
"14/11/2019","1.703,23","1.710,99","1.711,46","1.703,15","-","-0,47%"
"13/11/2019","1.711,31","1.714,26","1.714,26","1.702,67","-","-0,29%"
"12/11/2019","1.716,34","1.713,13","1.719,45","1.711,88","-","0,19%"
"11/11/2019","1.713,16","1.709,22","1.714,53","1.702,71","-","0,10%"
"08/11/2019","1.711,51","1.718,48","1.718,48","1.708,63","-","-0,49%"
"07/11/2019","1.719,94","1.720,18","1.726,89","1.718,19","-","0,06%"
"06/11/2019","1.718,89","1.714,61","1.722,17","1.713,14","-","0,21%"
"05/11/2019","1.715,33","1.721,40","1.722,61","1.712,16","-","-0,51%"
"04/11/2019","1.724,11","1.713,87","1.726,89","1.713,37","-","0,87%"
"01/11/2019","1.709,19","1.698,90","1.710,07","1.698,90","-","0,81%"
"31/10/2019","1.695,38","1.707,58","1.709,40","1.692,36","-","-0,26%"
"30/10/2019","1.699,87","1.696,39","1.703,97","1.689,44","-","0,17%"
"29/10/2019","1.697,03","1.694,26","1.697,03","1.685,21","-","0,05%"
"28/10/2019","1.696,12","1.692,44","1.699,46","1.688,84","-","0,23%"
"25/10/2019","1.692,16","1.692,10","1.694,38","1.684,18","-","0,03%"
"24/10/2019","1.691,67","1.688,39","1.698,78","1.688,31","-","0,51%"
"23/10/2019","1.683,14","1.677,49","1.686,58","1.674,89","-","-0,04%"
"22/10/2019","1.683,74","1.683,66","1.688,53","1.675,67","-","-0,01%"
"21/10/2019","1.683,91","1.676,14","1.688,47","1.675,22","-","0,69%"
"18/10/2019","1.672,39","1.673,07","1.678,94","1.666,84","-","-0,10%"
"17/10/2019","1.674,10","1.665,76","1.692,13","1.664,35","-","0,51%"
"16/10/2019","1.665,65","1.667,45","1.671,69","1.657,92","-","-0,03%"
"15/10/2019","1.666,20","1.652,67","1.670,21","1.649,26","-","1,17%"
"14/10/2019","1.646,95","1.650,24","1.650,24","1.637,97","-","-0,57%"
"11/10/2019","1.656,40","1.623,18","1.657,74","1.621,52","-","2,45%"
"10/10/2019","1.616,84","1.606,65","1.623,07","1.599,02","-","0,92%"
"09/10/2019","1.602,12","1.591,85","1.608,71","1.590,34","-","0,64%"
"08/10/2019","1.591,90","1.614,45","1.616,05","1.589,98","-","-1,45%"
"07/10/2019","1.615,34","1.600,60","1.616,41","1.598,72","-","0,86%"
"04/10/2019","1.601,51","1.588,88","1.603,43","1.587,16","-","0,66%"
"03/10/2019","1.591,03","1.583,28","1.593,30","1.579,97","-","0,34%"
"02/10/2019","1.585,57","1.625,51","1.625,51","1.585,41","-","-2,45%"
"01/10/2019","1.625,45","1.642,46","1.648,97","1.625,45","-","-1,18%"
"30/09/2019","1.644,80","1.644,95","1.647,53","1.640,28","-","-0,07%"
"27/09/2019","1.645,95","1.635,04","1.646,76","1.635,04","-","0,53%"
"26/09/2019","1.637,33","1.627,10","1.643,03","1.626,43","-","0,46%"
"25/09/2019","1.629,82","1.642,43","1.642,43","1.619,48","-","-0,90%"
"24/09/2019","1.644,68","1.646,72","1.649,82","1.644,19","-","-0,03%"
"23/09/2019","1.645,14","1.656,90","1.657,75","1.637,72","-","-0,89%"
"20/09/2019","1.659,86","1.666,44","1.667,34","1.657,63","-","-0,12%"
"19/09/2019","1.661,78","1.649,45","1.664,85","1.647,09","-","0,61%"
"18/09/2019","1.651,68","1.650,25","1.654,99","1.645,85","-","0,08%"
"17/09/2019","1.650,30","1.643,88","1.654,24","1.640,06","-","0,41%"
"16/09/2019","1.643,52","1.656,96","1.658,24","1.643,45","-","-1,34%"
"13/09/2019","1.665,82","1.662,44","1.667,51","1.660,53","-","0,76%"
"12/09/2019","1.653,22","1.649,17","1.659,86","1.644,47","-","0,48%"
"11/09/2019","1.645,30","1.640,97","1.648,34","1.640,31","-","0,41%"
"10/09/2019","1.638,66","1.637,17","1.639,83","1.627,00","-","0,04%"
"09/09/2019","1.638,04","1.640,54","1.641,84","1.634,85","-","-0,18%"
"06/09/2019","1.640,96","1.635,08","1.640,96","1.632,19","-","0,33%"
"05/09/2019","1.635,51","1.624,59","1.639,90","1.624,59","-","0,85%"
"04/09/2019","1.621,71","1.607,73","1.624,03","1.607,73","-","1,52%"
"03/09/2019","1.597,41","1.595,71","1.599,20","1.588,47","-","-0,26%"
"02/09/2019","1.601,59","1.601,84","1.607,63","1.600,30","-","-0,06%"
"30/08/2019","1.602,62","1.596,09","1.611,34","1.596,09","-","0,19%"
"29/08/2019","1.599,53","1.582,65","1.602,66","1.580,97","-","0,97%"
"28/08/2019","1.584,16","1.587,92","1.587,92","1.572,64","-","-0,37%"
"27/08/2019","1.589,98","1.581,35","1.593,14","1.577,04","-","0,50%"
"26/08/2019","1.582,06","1.580,56","1.585,67","1.576,15","-","0,04%"
"23/08/2019","1.581,43","1.590,88","1.599,90","1.581,43","-","-0,57%"
"22/08/2019","1.590,46","1.594,50","1.600,87","1.586,07","-","-0,51%"
"21/08/2019","1.598,58","1.579,88","1.602,31","1.579,88","-","1,26%"
"20/08/2019","1.578,65","1.587,84","1.593,66","1.576,10","-","-0,77%"
"19/08/2019","1.590,83","1.582,22","1.593,10","1.582,22","-","1,04%"
"16/08/2019","1.574,38","1.555,33","1.575,07","1.555,33","-","1,22%"
"15/08/2019","1.555,44","1.566,25","1.569,48","1.544,68","-","-0,68%"
"14/08/2019","1.566,04","1.597,40","1.597,40","1.560,43","-","-1,98%"
"13/08/2019","1.597,66","1.587,83","1.604,55","1.578,70","-","0,30%"
"12/08/2019","1.592,81","1.601,51","1.608,33","1.587,92","-","-0,18%"
"09/08/2019","1.595,72","1.607,41","1.607,41","1.594,39","-","-0,82%"
"08/08/2019","1.608,96","1.590,63","1.611,54","1.590,63","-","1,51%"
"07/08/2019","1.585,00","1.580,59","1.593,55","1.576,69","-","0,49%"
"06/08/2019","1.577,24","1.585,15","1.596,07","1.576,73","-","-0,43%"
"05/08/2019","1.584,09","1.597,32","1.598,88","1.582,15","-","-1,64%"
"02/08/2019","1.610,45","1.634,32","1.634,32","1.606,95","-","-2,09%"
"01/08/2019","1.644,84","1.630,43","1.649,67","1.629,20","-","-0,26%"
"31/07/2019","1.649,17","1.649,00","1.651,51","1.638,16","-","0,12%"
"30/07/2019","1.647,17","1.669,03","1.669,03","1.644,78","-","-1,36%"
"29/07/2019","1.669,84","1.663,67","1.675,74","1.663,46","-","0,13%"
"26/07/2019","1.667,70","1.664,43","1.670,78","1.662,49","-","0,02%"
"25/07/2019","1.667,31","1.675,71","1.684,30","1.662,35","-","-0,44%"
"24/07/2019","1.674,63","1.675,45","1.676,69","1.668,24","-","-0,02%"
"23/07/2019","1.675,02","1.667,07","1.681,96","1.667,07","-","0,35%"
"22/07/2019","1.669,18","1.666,77","1.671,34","1.664,38","-","0,13%"
"19/07/2019","1.666,93","1.673,34","1.682,10","1.663,98","-","0,13%"
"18/07/2019","1.664,73","1.667,03","1.674,03","1.660,36","-","-0,28%"
"17/07/2019","1.669,41","1.670,15","1.677,05","1.667,65","-","-0,36%"
"16/07/2019","1.675,38","1.673,28","1.676,73","1.669,20","-","0,01%"
"15/07/2019","1.675,17","1.673,84","1.681,45","1.668,65","-","0,29%"
"12/07/2019","1.670,30","1.672,77","1.675,61","1.668,20","-","0,02%"
"11/07/2019","1.670,03","1.677,63","1.681,07","1.668,19","-","-0,12%"
"10/07/2019","1.672,06","1.667,62","1.680,92","1.664,70","-","0,20%"
"09/07/2019","1.668,80","1.673,74","1.673,74","1.661,39","-","-0,56%"
"08/07/2019","1.678,14","1.678,40","1.685,25","1.675,04","-","-0,13%"
"05/07/2019","1.680,27","1.699,83","1.699,83","1.674,02","-","-1,24%"
"04/07/2019","1.701,37","1.700,34","1.703,40","1.699,08","-","0,11%"
"03/07/2019","1.699,55","1.686,22","1.702,27","1.686,22","-","0,69%"
"02/07/2019","1.687,83","1.684,24","1.690,73","1.681,43","-","0,12%"
"01/07/2019","1.685,79","1.681,82","1.694,27","1.680,61","-","0,19%"
"28/06/2019","1.682,62","1.670,07","1.682,62","1.670,07","-","0,83%"
"27/06/2019","1.668,73","1.669,24","1.674,86","1.663,17","-","-0,07%"
"26/06/2019","1.669,93","1.670,04","1.676,75","1.666,90","-","-0,35%"
"25/06/2019","1.675,75","1.679,14","1.679,14","1.669,74","-","-0,17%"
"24/06/2019","1.678,67","1.680,87","1.686,05","1.676,89","-","0,36%"
"21/06/2019","1.672,63","1.674,06","1.680,63","1.669,74","-","-0,11%"
"20/06/2019","1.674,39","1.671,40","1.682,23","1.671,40","-","1,04%"
"19/06/2019","1.657,19","1.654,26","1.662,57","1.649,11","-","0,31%"
"18/06/2019","1.652,13","1.630,97","1.655,83","1.625,03","-","1,33%"
"17/06/2019","1.630,39","1.629,25","1.634,75","1.628,16","-","-0,08%"
"14/06/2019","1.631,67","1.643,61","1.643,61","1.628,97","-","-0,83%"
"13/06/2019","1.645,27","1.644,20","1.652,97","1.642,24","-","-0,28%"
"12/06/2019","1.649,87","1.651,58","1.652,91","1.644,80","-","-0,27%"
"11/06/2019","1.654,31","1.645,84","1.660,46","1.645,84","-","0,66%"
"10/06/2019","1.643,42","1.638,70","1.644,61","1.638,70","-","0,02%"
"07/06/2019","1.643,03","1.617,15","1.647,39","1.616,67","-","1,41%"
"06/06/2019","1.620,13","1.612,69","1.626,83","1.612,52","-","0,16%"
"05/06/2019","1.617,50","1.611,93","1.623,67","1.611,02","-","0,61%"
"04/06/2019","1.607,74","1.598,96","1.612,70","1.592,84","-","0,85%"
"03/06/2019","1.594,24","1.574,08","1.602,33","1.568,64","-","0,95%"
"31/05/2019","1.579,26","1.586,97","1.586,97","1.570,45","-","-0,66%"
"30/05/2019","1.589,77","1.586,78","1.592,30","1.586,78","-","0,27%"
"29/05/2019","1.585,55","1.605,24","1.605,24","1.582,59","-","-1,70%"
"28/05/2019","1.612,93","1.618,96","1.621,08","1.609,90","-","-0,35%"
"27/05/2019","1.618,66","1.623,69","1.627,79","1.617,40","-","0,10%"
"24/05/2019","1.617,01","1.607,78","1.620,06","1.607,78","-","1,04%"
"23/05/2019","1.600,42","1.619,46","1.619,46","1.595,91","-","-1,46%"
"22/05/2019","1.624,19","1.623,56","1.632,11","1.617,66","-","-0,37%"
"21/05/2019","1.630,26","1.617,87","1.630,87","1.617,87","-","0,67%"
"20/05/2019","1.619,41","1.632,80","1.638,09","1.612,88","-","-0,98%"
"17/05/2019","1.635,37","1.642,47","1.642,47","1.627,37","-","-0,52%"
"16/05/2019","1.643,99","1.627,19","1.644,60","1.620,95","-","0,95%"
"15/05/2019","1.628,55","1.621,63","1.628,67","1.606,55","-","0,44%"
"14/05/2019","1.621,43","1.608,43","1.622,04","1.608,43","-","0,75%"
"13/05/2019","1.609,41","1.627,28","1.627,36","1.607,10","-","-1,19%"
"10/05/2019","1.628,77","1.625,72","1.638,39","1.625,45","-","0,39%"
"09/05/2019","1.622,49","1.639,91","1.639,91","1.618,43","-","-1,36%"
"08/05/2019","1.644,80","1.641,99","1.647,69","1.633,62","-","0,29%"
"07/05/2019","1.640,06","1.667,06","1.669,54","1.637,68","-","-1,48%"
"06/05/2019","1.664,76","1.665,89","1.666,58","1.652,33","-","-0,80%"
"03/05/2019","1.678,23","1.669,39","1.681,53","1.667,99","-","0,42%"
"02/05/2019","1.671,17","1.681,60","1.683,28","1.669,70","-","-1,00%"
"01/05/2019","1.688,04","1.686,38","1.691,58","1.681,50","-","0,19%"
"30/04/2019","1.684,77","1.678,76","1.686,93","1.677,55","-","0,42%"
"29/04/2019","1.677,66","1.675,09","1.679,99","1.669,56","-","0,10%"
"26/04/2019","1.675,97","1.670,39","1.676,11","1.665,50","-","0,36%"
"25/04/2019","1.669,91","1.675,27","1.675,27","1.665,13","-","-0,73%"
"24/04/2019","1.682,11","1.684,29","1.689,18","1.673,76","-","-0,19%"
"23/04/2019","1.685,26","1.685,72","1.687,44","1.680,47","-","-0,03%"
"22/04/2019","1.685,76","1.685,87","1.686,94","1.685,34","-","-0,05%"
"19/04/2019","1.686,65","1.686,65","1.686,65","1.686,65","-","0,00%"
"18/04/2019","1.686,65","1.690,78","1.690,78","1.678,54","-","-0,30%"
"17/04/2019","1.691,73","1.689,38","1.694,32","1.687,23","-","0,17%"
"16/04/2019","1.688,87","1.684,90","1.692,55","1.684,66","-","0,20%"
"15/04/2019","1.685,57","1.682,69","1.687,87","1.680,84","-","0,07%"
"12/04/2019","1.684,33","1.674,81","1.685,92","1.672,39","-","0,52%"
"11/04/2019","1.675,54","1.674,63","1.680,45","1.668,00","-","0,26%"
"10/04/2019","1.671,19","1.670,72","1.675,69","1.667,36","-","0,07%"
"09/04/2019","1.670,04","1.676,25","1.685,01","1.668,93","-","-0,38%"
"08/04/2019","1.676,34","1.673,63","1.679,22","1.669,81","-","0,20%"
"05/04/2019","1.672,98","1.673,04","1.676,16","1.670,92","-","0,15%"
"04/04/2019","1.670,46","1.676,26","1.676,26","1.668,75","-","-0,37%"
"03/04/2019","1.676,73","1.665,11","1.679,02","1.665,11","-","1,31%"
"02/04/2019","1.655,10","1.648,93","1.660,44","1.648,64","-","0,08%"
"01/04/2019","1.653,82","1.642,62","1.656,72","1.642,62","-","1,14%"
"29/03/2019","1.635,23","1.624,76","1.637,91","1.624,76","-","0,51%"
"28/03/2019","1.626,88","1.629,18","1.638,61","1.623,58","-","-0,30%"
"27/03/2019","1.631,85","1.632,58","1.642,35","1.626,69","-","-0,23%"
"26/03/2019","1.635,62","1.629,93","1.639,73","1.626,58","-","0,38%"
"25/03/2019","1.629,38","1.628,75","1.633,58","1.620,98","-","-0,11%"
"22/03/2019","1.631,12","1.668,11","1.671,06","1.629,79","-","-1,90%"
"21/03/2019","1.662,70","1.667,76","1.668,63","1.656,96","-","0,07%"
"20/03/2019","1.661,53","1.673,34","1.673,55","1.660,45","-","-0,87%"
"19/03/2019","1.676,09","1.668,76","1.682,72","1.668,67","-","0,64%"
"18/03/2019","1.665,40","1.662,23","1.667,32","1.661,15","-","0,41%"
"15/03/2019","1.658,64","1.645,49","1.659,77","1.645,49","-","0,87%"
"14/03/2019","1.644,37","1.635,66","1.647,41","1.635,66","-","0,73%"
"13/03/2019","1.632,46","1.617,15","1.637,19","1.616,23","-","0,93%"
"12/03/2019","1.617,36","1.622,19","1.624,02","1.610,37","-","0,37%"
"11/03/2019","1.611,32","1.603,78","1.615,63","1.603,05","-","0,69%"
"08/03/2019","1.600,25","1.607,52","1.607,52","1.595,92","-","-0,89%"
"07/03/2019","1.614,59","1.631,88","1.631,88","1.607,61","-","-1,17%"
"06/03/2019","1.633,70","1.632,36","1.638,81","1.629,37","-","0,07%"
"05/03/2019","1.632,60","1.632,68","1.637,86","1.627,45","-","0,01%"
"04/03/2019","1.632,47","1.637,08","1.641,19","1.632,18","-","-0,34%"
"01/03/2019","1.638,02","1.632,07","1.643,59","1.632,07","-","0,38%"
"28/02/2019","1.631,85","1.625,68","1.634,38","1.622,23","-","0,07%"
"27/02/2019","1.630,68","1.632,03","1.633,02","1.625,78","-","-0,06%"
"26/02/2019","1.631,74","1.624,69","1.637,52","1.617,62","-","0,45%"
"25/02/2019","1.624,49","1.623,19","1.629,60","1.622,99","-","0,32%"
"22/02/2019","1.619,30","1.616,05","1.622,50","1.614,20","-","0,14%"
"21/02/2019","1.616,98","1.619,90","1.624,61","1.612,37","-","-0,30%"
"20/02/2019","1.621,91","1.611,41","1.625,54","1.610,97","-","0,80%"
"19/02/2019","1.609,00","1.605,32","1.612,39","1.593,64","-","0,05%"
"18/02/2019","1.608,13","1.604,87","1.611,90","1.603,45","-","0,58%"
"15/02/2019","1.598,90","1.579,43","1.604,54","1.576,25","-","1,31%"
"14/02/2019","1.578,27","1.586,79","1.593,40","1.578,27","-","-0,45%"
"13/02/2019","1.585,37","1.582,05","1.590,33","1.581,88","-","0,49%"
"12/02/2019","1.577,71","1.570,06","1.582,09","1.570,06","-","0,67%"
"11/02/2019","1.567,21","1.561,01","1.575,47","1.561,01","-","0,39%"
"08/02/2019","1.561,19","1.570,12","1.573,02","1.557,93","-","-0,80%"
"07/02/2019","1.573,72","1.594,70","1.595,46","1.571,29","-","-1,66%"
"06/02/2019","1.600,35","1.599,32","1.602,20","1.596,01","-","-0,13%"
"05/02/2019","1.602,36","1.581,17","1.603,57","1.581,17","-","1,29%"
"04/02/2019","1.582,00","1.583,01","1.585,64","1.575,27","-","-0,28%"
"01/02/2019","1.586,50","1.579,95","1.588,27","1.575,50","-","0,25%"
"31/01/2019","1.582,53","1.586,43","1.594,05","1.572,53","-","0,53%"
"30/01/2019","1.574,17","1.566,48","1.583,64","1.566,48","-","0,50%"
"29/01/2019","1.566,40","1.557,11","1.574,25","1.556,79","-","0,62%"
"28/01/2019","1.556,68","1.562,28","1.565,59","1.554,25","-","-0,64%"
"25/01/2019","1.566,66","1.553,27","1.569,81","1.553,27","-","1,00%"
"24/01/2019","1.551,19","1.550,20","1.554,69","1.542,76","-","0,02%"
"23/01/2019","1.550,90","1.547,47","1.557,92","1.539,81","-","0,12%"
"22/01/2019","1.549,06","1.551,54","1.556,30","1.543,74","-","-0,51%"
"21/01/2019","1.556,94","1.558,18","1.559,28","1.553,80","-","-0,22%"
"18/01/2019","1.560,34","1.540,50","1.562,11","1.540,50","-","1,73%"
"17/01/2019","1.533,86","1.531,61","1.538,71","1.524,71","-","-0,11%"
"16/01/2019","1.535,49","1.533,79","1.538,63","1.528,55","-","0,12%"
"15/01/2019","1.533,60","1.534,74","1.546,15","1.525,01","-","0,04%"
"14/01/2019","1.532,99","1.535,23","1.536,07","1.524,00","-","-0,55%"
"11/01/2019","1.541,53","1.546,61","1.553,55","1.534,80","-","-0,32%"
"10/01/2019","1.546,48","1.540,94","1.546,48","1.531,33","-","0,43%"
"09/01/2019","1.539,90","1.530,66","1.546,87","1.530,66","-","1,13%"
"08/01/2019","1.522,63","1.511,23","1.531,44","1.511,10","-","0,66%"
"07/01/2019","1.512,70","1.516,64","1.518,60","1.504,44","-","0,21%"
"04/01/2019","1.509,53","1.472,66","1.511,87","1.472,66","-","2,99%"
"03/01/2019","1.465,76","1.470,26","1.474,96","1.459,40","-","-0,58%"
"02/01/2019","1.474,37","1.485,65","1.485,65","1.462,24","-","-0,81%"
"01/01/2019","1.486,40","1.486,40","1.486,40","1.486,40","-","0,00%"
"31/12/2018","1.486,40","1.483,80","1.489,82","1.483,03","-","0,39%"
"28/12/2018","1.480,57","1.457,91","1.486,48","1.457,91","-","2,29%"
"27/12/2018","1.447,41","1.471,63","1.477,46","1.437,83","-","-1,66%"
"26/12/2018","1.471,79","1.470,32","1.472,42","1.464,74","-","-0,14%"
"25/12/2018","1.473,80","1.473,80","1.473,80","1.473,80","-","0,00%"
"24/12/2018","1.473,80","1.473,91","1.476,70","1.469,23","-","-0,42%"
"21/12/2018","1.480,01","1.485,66","1.485,66","1.465,00","-","-0,02%"
"20/12/2018","1.480,24","1.496,81","1.497,53","1.476,98","-","-1,47%"
"19/12/2018","1.502,39","1.493,98","1.506,88","1.493,98","-","0,80%"
"18/12/2018","1.490,40","1.500,67","1.506,61","1.488,94","-","-0,62%"
"17/12/2018","1.499,76","1.512,42","1.513,56","1.496,83","-","-0,80%"
"14/12/2018","1.511,83","1.525,37","1.525,37","1.500,09","-","-1,07%"
"13/12/2018","1.528,12","1.534,99","1.540,32","1.527,56","-","-0,31%"
"12/12/2018","1.532,80","1.502,51","1.536,91","1.502,51","-","2,05%"
"11/12/2018","1.501,99","1.491,66","1.519,06","1.491,66","-","1,06%"
"10/12/2018","1.486,19","1.515,16","1.515,18","1.484,44","-","-2,00%"
"07/12/2018","1.516,48","1.506,91","1.533,54","1.506,91","-","0,73%"
"06/12/2018","1.505,43","1.541,18","1.541,18","1.498,77","-","-2,74%"
"05/12/2018","1.547,78","1.561,59","1.561,59","1.545,49","-","-1,29%"
"04/12/2018","1.568,05","1.581,82","1.584,68","1.563,49","-","-0,72%"
"03/12/2018","1.579,40","1.574,61","1.597,62","1.574,61","-","1,26%"
"30/11/2018","1.559,72","1.570,38","1.570,76","1.557,63","-","-0,72%"
"29/11/2018","1.571,09","1.570,39","1.579,25","1.562,42","-","1,15%"
"28/11/2018","1.553,28","1.555,75","1.566,92","1.552,42","-","-0,12%"
"27/11/2018","1.555,13","1.560,93","1.566,05","1.550,01","-","-0,68%"
"26/11/2018","1.565,84","1.551,79","1.572,72","1.551,79","-","1,23%"
"23/11/2018","1.546,86","1.550,66","1.555,26","1.537,13","-","-0,22%"
"22/11/2018","1.550,30","1.559,25","1.559,25","1.546,29","-","-0,61%"
"21/11/2018","1.559,82","1.543,99","1.562,36","1.543,99","-","1,01%"
"20/11/2018","1.544,24","1.565,73","1.565,73","1.533,88","-","-1,50%"
"19/11/2018","1.567,73","1.575,07","1.586,55","1.566,11","-","-0,24%"
"16/11/2018","1.571,48","1.569,11","1.582,12","1.556,28","-","0,49%"
"15/11/2018","1.563,85","1.581,95","1.590,32","1.552,49","-","-0,88%"
"14/11/2018","1.577,79","1.581,44","1.589,72","1.564,40","-","-0,33%"
"13/11/2018","1.583,04","1.569,48","1.586,48","1.568,51","-","0,94%"
"12/11/2018","1.568,26","1.585,37","1.593,76","1.564,79","-","-1,83%"
"09/11/2018","1.597,50","1.597,78","1.598,41","1.588,10","-","-0,97%"
"08/11/2018","1.613,18","1.614,82","1.623,90","1.603,71","-","-0,20%"
"07/11/2018","1.616,48","1.600,17","1.623,41","1.600,17","-","1,51%"
"06/11/2018","1.592,46","1.599,39","1.601,64","1.588,42","-","-0,18%"
"05/11/2018","1.595,34","1.595,27","1.601,75","1.591,18","-","0,09%"
"02/11/2018","1.593,93","1.604,82","1.618,39","1.593,42","-","0,09%"
"01/11/2018","1.592,47","1.582,47","1.596,41","1.578,86","-","0,97%"
"31/10/2018","1.577,24","1.559,68","1.583,30","1.559,68","-","1,43%"
"30/10/2018","1.555,01","1.555,93","1.561,74","1.544,55","-","-0,20%"
"29/10/2018","1.558,19","1.552,04","1.572,52","1.549,42","-","1,02%"
"26/10/2018","1.542,44","1.552,73","1.552,73","1.525,00","-","-0,82%"
"25/10/2018","1.555,17","1.546,35","1.557,78","1.535,25","-","0,37%"
"24/10/2018","1.549,47","1.563,12","1.571,78","1.546,78","-","-0,81%"
"23/10/2018","1.562,20","1.582,37","1.582,37","1.557,95","-","-1,58%"
"22/10/2018","1.587,28","1.610,78","1.615,52","1.585,94","-","-0,65%"
"19/10/2018","1.597,72","1.593,43","1.602,92","1.582,91","-","0,00%"
"18/10/2018","1.597,71","1.605,94","1.618,48","1.592,34","-","-0,87%"
"17/10/2018","1.611,66","1.625,71","1.633,00","1.606,12","-","-0,83%"
"16/10/2018","1.625,20","1.602,27","1.626,15","1.600,54","-","1,45%"
"15/10/2018","1.602,03","1.595,50","1.604,57","1.585,45","-","0,39%"
"12/10/2018","1.595,80","1.607,79","1.618,98","1.595,12","-","-0,23%"
"11/10/2018","1.599,48","1.619,62","1.619,62","1.596,31","-","-1,77%"
"10/10/2018","1.628,28","1.652,05","1.652,05","1.625,76","-","-1,02%"
"09/10/2018","1.645,10","1.643,60","1.650,17","1.624,33","-","0,19%"
"08/10/2018","1.641,93","1.660,31","1.661,72","1.640,01","-","-1,39%"
"05/10/2018","1.665,00","1.679,82","1.679,82","1.663,90","-","-0,94%"
"04/10/2018","1.680,83","1.691,62","1.691,62","1.677,10","-","-1,20%"
"03/10/2018","1.701,30","1.699,07","1.705,24","1.697,30","-","0,36%"
"02/10/2018","1.695,28","1.698,79","1.698,79","1.683,06","-","-0,75%"
"01/10/2018","1.708,01","1.702,42","1.716,20","1.702,42","-","-0,07%"
"28/09/2018","1.709,28","1.724,25","1.724,25","1.697,48","-","-1,35%"
"27/09/2018","1.732,74","1.728,69","1.735,13","1.719,58","-","-0,21%"
"26/09/2018","1.736,31","1.734,45","1.742,54","1.727,42","-","-0,01%"
"25/09/2018","1.736,51","1.724,80","1.737,57","1.723,09","-","0,42%"
"24/09/2018","1.729,19","1.728,92","1.734,54","1.723,25","-","-0,32%"
"21/09/2018","1.734,81","1.731,08","1.741,19","1.729,75","-","0,57%"
"20/09/2018","1.725,05","1.702,90","1.729,04","1.702,90","-","1,43%"
"19/09/2018","1.700,77","1.696,97","1.704,39","1.693,46","-","0,11%"
"18/09/2018","1.698,88","1.696,14","1.701,18","1.691,76","-","0,21%"
"17/09/2018","1.695,38","1.685,55","1.698,00","1.680,60","-","0,32%"
"14/09/2018","1.690,03","1.693,49","1.697,86","1.685,44","-","0,26%"
"13/09/2018","1.685,57","1.680,82","1.695,05","1.679,15","-","0,33%"
"12/09/2018","1.679,97","1.666,54","1.683,16","1.666,06","-","0,80%"
"11/09/2018","1.666,63","1.673,83","1.676,48","1.656,14","-","-0,22%"
"10/09/2018","1.670,35","1.654,79","1.674,13","1.653,27","-","0,61%"
"07/09/2018","1.660,16","1.668,26","1.669,92","1.649,65","-","-0,32%"
"06/09/2018","1.665,45","1.671,11","1.678,71","1.663,15","-","-0,54%"
"05/09/2018","1.674,56","1.680,87","1.683,61","1.669,85","-","-0,50%"
"04/09/2018","1.683,05","1.700,79","1.704,44","1.676,36","-","-1,29%"
"03/09/2018","1.705,12","1.698,20","1.705,14","1.696,94","-","0,03%"
"31/08/2018","1.704,61","1.723,11","1.723,11","1.698,06","-","-1,05%"
"30/08/2018","1.722,65","1.733,76","1.733,76","1.719,52","-","-0,61%"
"29/08/2018","1.733,30","1.727,88","1.736,84","1.720,90","-","0,11%"
"28/08/2018","1.731,44","1.731,15","1.738,20","1.727,74","-","0,34%"
"27/08/2018","1.725,55","1.706,52","1.728,14","1.706,52","-","0,89%"
"24/08/2018","1.710,26","1.701,49","1.711,85","1.700,95","-","0,51%"
"23/08/2018","1.701,60","1.703,88","1.708,79","1.696,33","-","-0,39%"
"22/08/2018","1.708,18","1.701,04","1.713,34","1.700,28","-","0,64%"
"21/08/2018","1.697,26","1.689,66","1.707,19","1.688,78","-","0,98%"
"20/08/2018","1.680,78","1.670,72","1.686,69","1.670,72","-","0,78%"
"17/08/2018","1.667,77","1.666,45","1.672,51","1.656,99","-","0,07%"
"16/08/2018","1.666,55","1.660,69","1.668,93","1.655,92","-","1,16%"
"15/08/2018","1.647,43","1.676,50","1.678,49","1.642,57","-","-1,89%"
"14/08/2018","1.679,17","1.690,73","1.696,88","1.673,43","-","-0,37%"
"13/08/2018","1.685,41","1.684,48","1.690,13","1.674,30","-","-0,39%"
"10/08/2018","1.692,06","1.711,18","1.711,18","1.686,32","-","-2,29%"
"09/08/2018","1.731,79","1.732,98","1.735,53","1.725,53","-","-0,22%"
"08/08/2018","1.735,58","1.737,35","1.739,94","1.730,09","-","-0,10%"
"07/08/2018","1.737,30","1.729,54","1.742,83","1.729,54","-","0,78%"
